filename,predicted_label,score,ground_truth
img_182.jpg,raised,0.316781,raised
img_183.jpg,raised,0.496743,raised
img_184.jpg,raised,0.374483,raised
img_185.jpg,lowered,0.159623,raised
img_186.jpg,raised,0.459291,raised
img_187.jpg,raised,0.469868,raised
img_188.jpg,raised,0.474033,raised
img_189.jpg,raised,0.228595,raised
img_190.jpg,raised,0.567648,raised
img_191.jpg,raised,0.408279,raised
img_192.jpg,raised,0.486497,raised
img_193.jpg,raised,0.513656,raised
img_194.jpg,raised,0.198150,raised
img_195.jpg,raised,0.474439,raised
img_196.jpg,raised,0.465438,raised
img_197.jpg,raised,0.227218,raised
img_198.jpg,raised,0.280896,raised
img_199.jpg,raised,0.320116,raised
img_200.jpg,raised,0.448057,raised
img_201.jpg,raised,0.713826,raised
img_202.jpg,raised,0.260984,raised
img_203.jpg,raised,0.243435,raised
img_204.jpg,raised,0.491097,raised
img_205.jpg,raised,0.350152,raised
img_206.jpg,raised,0.317890,raised
img_207.jpg,raised,0.603600,raised
img_208.jpg,raised,0.389494,raised
img_209.jpg,raised,0.433119,raised
img_210.jpg,raised,0.248483,raised
img_211.jpg,raised,0.361337,raised
img_212.jpg,raised,0.308033,raised
img_213.jpg,raised,0.336373,raised
img_214.jpg,raised,0.263353,raised
img_215.jpg,raised,0.314347,raised
img_216.jpg,raised,0.274530,raised
img_217.jpg,raised,0.274370,raised
img_218.jpg,raised,0.286555,raised
img_219.jpg,lowered,0.164655,raised
img_220.jpg,raised,0.213192,raised
img_221.jpg,raised,0.297820,raised
img_224.jpg,raised,0.200492,raised
img_225.jpg,raised,0.233011,raised
img_226.jpg,raised,0.279279,raised
img_227.jpg,raised,0.352952,raised
img_228.jpg,raised,0.335012,raised
img_229.jpg,raised,0.333785,raised
img_232.jpg,raised,0.247901,raised
img_233.jpg,raised,0.377155,raised
img_234.jpg,raised,0.354359,raised
img_235.jpg,raised,0.246228,raised
img_236.jpg,raised,0.456979,raised
img_237.jpg,raised,0.361868,raised
img_238.jpg,raised,0.272894,raised
img_239.jpg,raised,0.480088,raised
img_240.jpg,raised,0.503454,raised
img_242.jpg,raised,0.250249,raised
img_243.jpg,raised,0.486344,raised
img_244.jpg,raised,0.268427,raised
img_245.jpg,raised,0.370072,raised
img_247.jpg,raised,0.457546,raised
img_248.jpg,raised,0.290910,raised
img_249.jpg,raised,0.256901,raised
img_250.jpg,raised,0.574755,raised
img_251.jpg,raised,0.352538,raised
img_252.jpg,raised,0.316266,raised
img_253.jpg,raised,0.298127,raised
img_254.jpg,raised,0.331962,raised
img_255.jpg,raised,0.358370,raised
img_256.jpg,raised,0.310305,raised
img_258.jpg,raised,0.414294,raised
img_259.jpg,raised,0.454690,raised
img_260.jpg,raised,0.442199,raised
img_261.jpg,raised,0.351896,raised
img_262.jpg,raised,0.377305,raised
img_263.jpg,raised,0.321548,raised
img_264.jpg,raised,0.377557,raised
img_265.jpg,raised,0.433698,raised
img_266.jpg,raised,0.381798,raised
img_268.jpg,raised,0.506768,raised
img_269.jpg,raised,0.465861,raised
img_271.jpg,raised,0.398895,raised
img_272.jpg,raised,0.300738,raised
img_273.jpg,raised,0.330680,raised
img_274.jpg,raised,0.501543,raised
img_275.jpg,raised,0.397411,raised
img_277.jpg,raised,0.353678,raised
img_278.jpg,raised,0.408190,raised
img_279.jpg,raised,0.545922,raised
img_280.jpg,raised,0.419393,raised
img_281.jpg,raised,0.298735,raised
img_282.jpg,raised,0.390511,raised
img_284.jpg,raised,0.647522,raised
img_285.jpg,raised,0.195108,raised
img_286.jpg,raised,0.234272,raised
img_288.jpg,raised,0.332769,raised
img_289.jpg,raised,0.283755,raised
img_290.jpg,raised,0.282628,raised
img_291.jpg,raised,0.377272,raised
img_292.jpg,raised,0.235262,raised
img_293.jpg,raised,0.445902,raised
img_294.jpg,raised,0.186973,raised
img_295.jpg,raised,0.263383,raised
img_296.jpg,raised,0.382689,raised
img_297.jpg,raised,0.271378,raised
img_298.jpg,raised,0.365687,raised
img_299.jpg,raised,0.308058,raised
img_300.jpg,raised,0.498087,raised
img_301.jpg,raised,0.525514,raised
img_302.jpg,raised,0.443107,raised
img_303.jpg,raised,0.241083,raised
img_304.jpg,raised,0.283162,raised
img_305.jpg,raised,0.340465,raised
img_306.jpg,raised,0.333919,raised
img_307.jpg,raised,0.497960,raised
img_308.jpg,raised,0.289776,raised
img_309.jpg,raised,0.214263,raised
img_310.jpg,raised,0.294448,raised
img_311.jpg,raised,0.292087,raised
img_313.jpg,raised,0.215616,raised
img_314.jpg,raised,0.402804,raised
img_315.jpg,raised,0.198413,raised
img_316.jpg,raised,0.277322,raised
img_319.jpg,raised,0.383855,raised
img_320.jpg,raised,0.318905,raised
img_321.jpg,raised,0.330738,raised
img_322.jpg,raised,0.557344,raised
img_323.jpg,raised,0.303249,raised
img_325.jpg,raised,0.252938,raised
img_326.jpg,raised,0.420360,raised
img_327.jpg,raised,0.447577,raised
img_328.jpg,raised,0.294693,raised
img_329.jpg,raised,0.364257,raised
img_330.jpg,raised,0.290350,raised
img_331.jpg,raised,0.362372,raised
img_332.jpg,raised,0.502108,raised
img_333.jpg,raised,0.304044,raised
img_334.jpg,raised,0.361491,raised
img_335.jpg,raised,0.287361,raised
img_336.jpg,raised,0.247951,raised
img_337.jpg,raised,0.419925,raised
img_338.jpg,raised,0.336002,raised
img_339.jpg,raised,0.307538,raised
img_340.jpg,raised,0.425437,raised
img_341.jpg,raised,0.436581,raised
img_342.jpg,raised,0.271089,raised
img_343.jpg,raised,0.339717,raised
img_344.jpg,raised,0.378545,raised
img_345.jpg,raised,0.273672,raised
img_346.jpg,raised,0.409307,raised
img_347.jpg,raised,0.342701,raised
img_348.jpg,raised,0.499511,raised
img_349.jpg,raised,0.486101,raised
img_350.jpg,raised,0.557064,raised
img_352.jpg,raised,0.753568,raised
img_354.jpg,raised,0.517346,raised
img_355.jpg,raised,0.554406,raised
img_356.jpg,raised,0.534902,raised
img_357.jpg,raised,0.414946,raised
img_358.jpg,raised,0.421804,raised
img_359.jpg,raised,0.517291,raised
img_360.jpg,raised,0.207842,raised
img_362.jpg,raised,0.568394,raised
img_363.jpg,raised,0.479762,raised
img_364.jpg,raised,0.346561,raised
img_365.jpg,raised,0.420018,raised
img_366.jpg,raised,0.303180,raised
img_367.jpg,raised,0.403447,raised
img_368.jpg,raised,0.406505,raised
img_369.jpg,raised,0.230410,raised
img_370.jpg,raised,0.383933,lowered
img_372.jpg,raised,0.313580,lowered
img_373.jpg,raised,0.484427,lowered
img_374.jpg,raised,0.363243,lowered
img_375.jpg,raised,0.226517,lowered
img_376.jpg,raised,0.260073,lowered
img_377.jpg,raised,0.327192,lowered
img_378.jpg,raised,0.360300,lowered
img_379.jpg,raised,0.672964,lowered
img_382.jpg,raised,0.335838,lowered
img_384.jpg,raised,0.273020,lowered
img_385.jpg,raised,0.351632,lowered
img_386.jpg,raised,0.244033,lowered
img_387.jpg,raised,0.229891,lowered
img_388.jpg,raised,0.408292,lowered
img_390.jpg,raised,0.245454,lowered
img_391.jpg,raised,0.407825,lowered
img_392.jpg,raised,0.307031,lowered
img_393.jpg,raised,0.403302,lowered
img_395.jpg,raised,0.343192,lowered
img_396.jpg,raised,0.391211,lowered
img_397.jpg,raised,0.518565,lowered
img_398.jpg,raised,0.591070,lowered
img_399.jpg,raised,0.357707,lowered
img_400.jpg,raised,0.364805,lowered
img_402.jpg,raised,0.392185,lowered
img_403.jpg,raised,0.342757,lowered
img_404.jpg,raised,0.709618,lowered
img_406.jpg,raised,0.494288,lowered
img_407.jpg,raised,0.368597,lowered
img_408.jpg,raised,0.349570,lowered
img_409.jpg,raised,0.329744,lowered
img_410.jpg,raised,0.338630,lowered
img_411.jpg,raised,0.326843,lowered
img_412.jpg,raised,0.506467,lowered
img_413.jpg,raised,0.288846,lowered
img_414.jpg,raised,0.408219,lowered
img_415.jpg,raised,0.532340,lowered
img_416.jpg,raised,0.353330,lowered
img_417.jpg,raised,0.519632,lowered
img_418.jpg,raised,0.309392,lowered
img_419.jpg,raised,0.535197,lowered
img_420.jpg,raised,0.319875,lowered
img_421.jpg,raised,0.350527,lowered
img_422.jpg,raised,0.478719,lowered
img_423.jpg,raised,0.564790,lowered
img_424.jpg,raised,0.369624,lowered
img_427.jpg,raised,0.475025,lowered
img_428.jpg,raised,0.245070,lowered
img_429.jpg,raised,0.487819,lowered
img_430.jpg,raised,0.317749,lowered
img_433.jpg,raised,0.480807,lowered
img_435.jpg,raised,0.469979,lowered
img_438.jpg,raised,0.433413,lowered
img_439.jpg,raised,0.485650,lowered
img_440.jpg,raised,0.295898,lowered
img_443.jpg,raised,0.411393,lowered
img_444.jpg,raised,0.416144,lowered
img_446.jpg,raised,0.447504,lowered
img_449.jpg,raised,0.451205,lowered
img_450.jpg,raised,0.501987,lowered
img_451.jpg,raised,0.324157,lowered
img_452.jpg,raised,0.348246,lowered
img_453.jpg,raised,0.378975,lowered
img_454.jpg,raised,0.604983,lowered
img_455.jpg,raised,0.414335,lowered
img_456.jpg,raised,0.367132,lowered
img_457.jpg,raised,0.364185,lowered
img_458.jpg,raised,0.455438,lowered
img_459.jpg,raised,0.417561,lowered
img_461.jpg,raised,0.442837,lowered
img_462.jpg,raised,0.415686,lowered
img_465.jpg,raised,0.371169,lowered
img_466.jpg,raised,0.411895,lowered
img_467.jpg,raised,0.854050,lowered
img_468.jpg,raised,0.359091,lowered
img_469.jpg,raised,0.457093,lowered
img_470.jpg,raised,0.344441,lowered
img_471.jpg,raised,0.282518,lowered
img_472.jpg,raised,0.407911,lowered
img_473.jpg,raised,0.374903,lowered
img_474.jpg,raised,0.364753,lowered
img_475.jpg,raised,0.301028,lowered
img_478.jpg,raised,0.419198,lowered
img_480.jpg,raised,0.520633,lowered
img_483.jpg,raised,0.399462,lowered
img_484.jpg,raised,0.487222,lowered
img_486.jpg,raised,0.391290,lowered
img_487.jpg,raised,0.420644,lowered
img_488.jpg,raised,0.307961,lowered
img_489.jpg,raised,0.341859,lowered
img_490.jpg,raised,0.297782,lowered
img_493.jpg,raised,0.400465,lowered
img_494.jpg,raised,0.492441,lowered
img_495.jpg,raised,0.336706,lowered
img_498.jpg,raised,0.544148,lowered
img_500.jpg,raised,0.377501,lowered
img_501.jpg,raised,0.306124,lowered
img_502.jpg,raised,0.401286,lowered
img_503.jpg,raised,0.437559,lowered
img_504.jpg,raised,0.367360,lowered
img_505.jpg,raised,0.590243,lowered
img_506.jpg,raised,0.474497,lowered
img_507.jpg,raised,0.822940,lowered
img_508.jpg,raised,0.625732,lowered
img_509.jpg,raised,0.450096,lowered
img_512.jpg,raised,0.309106,lowered
img_513.jpg,raised,0.554062,lowered
img_514.jpg,raised,0.436340,lowered
img_515.jpg,raised,0.369839,lowered
img_516.jpg,raised,0.425252,lowered
img_517.jpg,raised,0.430946,lowered
img_519.jpg,raised,0.338199,lowered
img_520.jpg,raised,0.281195,lowered
img_521.jpg,raised,0.625273,lowered
img_522.jpg,raised,0.375261,lowered
img_525.jpg,raised,0.330485,lowered
img_528.jpg,raised,0.279095,lowered
img_529.jpg,raised,0.500898,lowered
img_530.jpg,raised,0.489952,lowered
img_531.jpg,raised,0.364843,lowered
img_532.jpg,raised,0.459272,lowered
img_533.jpg,raised,0.544930,lowered
img_534.jpg,raised,0.520889,lowered
img_535.jpg,raised,0.820102,lowered
img_536.jpg,raised,0.371413,lowered
img_537.jpg,raised,0.276523,lowered
img_538.jpg,raised,0.274814,lowered
img_539.jpg,raised,0.383189,lowered
img_540.jpg,raised,0.382352,lowered
img_541.jpg,raised,0.538761,lowered
img_542.jpg,raised,0.384209,lowered
img_543.jpg,raised,0.363417,lowered
img_545.jpg,raised,0.481946,lowered
img_546.jpg,raised,0.608680,lowered
img_547.jpg,raised,0.432798,lowered
img_556.jpg,raised,0.587924,lowered
img_557.jpg,raised,0.317946,lowered
img_558.jpg,raised,0.390557,lowered
img_559.jpg,raised,0.462170,lowered
img_561.jpg,raised,0.370346,lowered
img_564.jpg,raised,0.508683,lowered
img_565.jpg,raised,0.434747,lowered
img_566.jpg,raised,0.420051,lowered
img_567.jpg,raised,0.391161,lowered
img_569.jpg,raised,0.390539,lowered
img_570.jpg,raised,0.433628,lowered
img_571.jpg,raised,0.712244,lowered
img_573.jpg,raised,0.473627,lowered
img_574.jpg,raised,0.554431,lowered
img_575.jpg,raised,0.467940,lowered
img_576.jpg,raised,0.361850,lowered
img_577.jpg,raised,0.315313,lowered
img_578.jpg,raised,0.812966,lowered
img_579.jpg,raised,0.460027,lowered
img_581.jpg,raised,0.482762,lowered
img_582.jpg,raised,0.521756,lowered
img_583.jpg,raised,0.422983,lowered
img_585.jpg,raised,0.579053,lowered
img_588.jpg,raised,0.621899,lowered
img_590.jpg,raised,0.437857,lowered
img_593.jpg,raised,0.346525,lowered
img_595.jpg,raised,0.343691,lowered
img_596.jpg,raised,0.450888,lowered
img_598.jpg,raised,0.315554,lowered
img_602.jpg,raised,0.357626,lowered
img_605.jpg,raised,0.337630,lowered
img_606.jpg,raised,0.233167,lowered
img_607.jpg,raised,0.530698,lowered
img_612.jpg,raised,0.377208,lowered
img_614.jpg,raised,0.356033,lowered
img_616.jpg,raised,0.556601,lowered
img_617.jpg,raised,0.376116,lowered
img_620.jpg,raised,0.449212,lowered
img_621.jpg,raised,0.372034,lowered
img_622.jpg,raised,0.512290,lowered
img_624.jpg,raised,0.301394,lowered
img_625.jpg,raised,0.462147,lowered
img_626.jpg,raised,0.602736,lowered
img_627.jpg,raised,0.484955,lowered
img_629.jpg,raised,0.395044,lowered
img_630.jpg,raised,0.459941,lowered
img_631.jpg,raised,0.516249,lowered
img_632.jpg,raised,0.521997,lowered
img_633.jpg,raised,0.389724,lowered
img_634.jpg,raised,0.611706,lowered
img_635.jpg,raised,0.395626,lowered
img_636.jpg,raised,0.722800,lowered
img_637.jpg,raised,0.359899,lowered
img_638.jpg,raised,0.326775,lowered
img_640.jpg,raised,0.472303,lowered
img_641.jpg,raised,0.550474,lowered
img_642.jpg,raised,0.768200,lowered
img_645.jpg,raised,0.348902,lowered
img_647.jpg,raised,0.342228,lowered
img_648.jpg,raised,0.400908,lowered
img_649.jpg,raised,0.862551,lowered
img_650.jpg,raised,0.800588,lowered
img_651.jpg,raised,0.713456,lowered
img_652.jpg,raised,0.713786,lowered
img_654.jpg,raised,0.441714,lowered
img_655.jpg,raised,0.477489,lowered
img_656.jpg,raised,0.545764,lowered
img_657.jpg,raised,0.722716,lowered
img_658.jpg,raised,0.746047,lowered
img_659.jpg,raised,0.588806,lowered
img_661.jpg,raised,0.498824,lowered
img_662.jpg,raised,0.783445,lowered
img_663.jpg,raised,0.357858,lowered
img_664.jpg,raised,0.677967,lowered
img_665.jpg,raised,0.326100,lowered
img_666.jpg,raised,0.263551,lowered
img_667.jpg,raised,0.458618,lowered
img_668.jpg,raised,0.435310,lowered
img_669.jpg,raised,0.278840,lowered
img_670.jpg,raised,0.636258,lowered
img_671.jpg,raised,0.486508,lowered
img_672.jpg,raised,0.849320,lowered
img_677.jpg,raised,0.385584,lowered
img_682.jpg,raised,0.430688,lowered
img_683.jpg,raised,0.685089,lowered
img_687.jpg,raised,0.462447,lowered
img_688.jpg,raised,0.631607,lowered
img_689.jpg,raised,0.341307,lowered
